1,0.234,6.95381
2,0.259,3.84599
3,0.453,4.02446
4,0.406,3.8208
5,0.468,3.28979
6,0.566,2.68516
7,0.788,2.06176
8,0.764,1.95195
9,0.847,0.0270787
